2026-05-26 06:39:01.089 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:08.160 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:08.160 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:08.162 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:08.248 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:09.182 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:09.184 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:09.185 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:09.252 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:10.275 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:11.201 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:11.202 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:11.202 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:11.203 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:11.213 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:11.278 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:12.240 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:12.241 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:12.243 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:12.298 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:13.319 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:14.239 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:14.240 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:14.240 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:14.241 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:14.242 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:14.341 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:15.257 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:15.257 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:15.258 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:15.358 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:16.351 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:17.278 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:17.278 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:17.279 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:17.279 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:17.280 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:17.360 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:18.281 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:18.282 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:18.283 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:18.382 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:19.385 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:20.325 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:20.326 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:20.326 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:20.327 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:20.328 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:20.389 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:21.332 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:21.334 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:21.335 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:21.409 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:22.423 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:23.352 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:23.353 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:23.353 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:23.354 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:23.354 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:23.443 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:24.377 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:24.378 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:24.379 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:24.472 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:25.486 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:26.397 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:26.399 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:26.400 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:26.410 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:26.410 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:26.497 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:27.404 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:27.405 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:27.406 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:27.517 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:28.532 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:29.474 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:29.475 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:29.477 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:29.477 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:29.478 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:29.549 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:30.464 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:30.465 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:30.465 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:30.566 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:31.582 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:32.534 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:32.535 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:32.546 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:32.547 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:32.547 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:32.594 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:33.477 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:33.484 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:33.484 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:33.614 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:34.639 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:35.596 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:35.596 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:35.598 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:35.598 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:35.599 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:35.669 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:36.480 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:36.524 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:36.527 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:36.669 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:37.665 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:38.665 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:38.667 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:38.667 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:38.669 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:38.670 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:38.683 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:39.495 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:39.567 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:39.568 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:39.697 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:40.703 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:41.715 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:41.716 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:41.716 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:41.717 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:41.718 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:41.727 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:42.516 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:42.604 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:42.606 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:42.747 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:43.767 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:44.773 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:44.773 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:44.774 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:44.775 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:44.776 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:44.785 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:45.539 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:45.632 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:45.632 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:45.797 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:46.822 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:47.830 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:47.832 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:47.833 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:47.833 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:47.835 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:47.844 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:48.555 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:48.665 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:48.668 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:48.853 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:49.870 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:50.872 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:50.882 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:50.884 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:50.884 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:50.886 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:50.887 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:51.563 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:51.691 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:51.691 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 06:40:51.875 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 06:40:52.894 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
